User_ID,Device_Type,Network_Type,Region
404689616129641315,Smartphone,5G,Suburban
3763212694198301127,Tablet,4G,Suburban
-4177522800458799904,This is free text for Device_Type,Wi-Fi,Urban
9030788993121679036,,Wi-Fi,
290900077006913432,,Wi-Fi,
-939784141430674310,PC,Wi-Fi,Rural
-702032006766511436,PC,5G,Rural
558081187202287057,Smartphone,Wi-Fi,Rural
-283781736207004145,Smartphone,5G,Rural
-4635257332920167962,,5G,
4219810437714993544,Smartphone,5G,Rural
-7376720507729648118,PC,4G,Urban
5118751172314269019,PC,4G,Rural
5396025192164675730,Smartphone,5G,Suburban
-5671125995692077580,device-123,This is free text for Network_Type,Urban
3203015478272462682,Tablet,4G,Suburban
-858054047018152338,PC,5G,Suburban
-1861045604544004828,Smartphone,5G,Urban
-4284132035382652008,Tablet,4G,Rural
3732768351388819358,PC,5G,Urban
4076581866427240129,PC,Wi-Fi,Urban
3090365329633550053,device-123,Wi-Fi,Suburban
-3906914395552789717,PC,4G,Urban
-5002682890956039627,Smartphone,Wi-Fi,Urban
8235019812538610737,Smartphone,Wi-Fi,Urban
-3144736127059805733,Smartphone,4G,Urban
-6141420553549941969,Smartphone,4G,Rural
-6345875811707868621,device-123,This is free text for Network_Type,Suburban
8134681183260315244,Tablet,4G,Rural
8394067541569627285,Tablet,Wi-Fi,Urban
-1206572971443360270,Tablet,5G,Urban
-8263974557179402940,PC,Wi-Fi,Rural
-5289630028681552339,This is free text for Device_Type,5G,Rural
5196202727519825293,Smartphone,5G,Rural
659089320381773254,Smartphone,4G,Rural
-1058604979365902995,Tablet,Wi-Fi,Suburban
-5864024622968877089,Smartphone,5G,Urban
8899228758101732461,device-123,Wi-Fi,Rural
654443681946289895,Smartphone,4G,Urban
-7647996669196686965,Medios sociales,5G,Rural
7992106086125196570,Tablet,4G,Rural
-883221734302052742,Smartphone,Wi-Fi,Suburban
-4376916477173239176,PC,Wi-Fi,Suburban
3139514784145283996,Smartphone,4G,Rural
7517107404090483151,Tablet,Wi-Fi,Rural
-983590064405853856,,4G,
-6363272259810583198,Tablet,5G,Rural
-2227070817701254388,Tablet,5G,Jeux
5973141708373156594,PC,4G,Rural
6166794907398501112,Smartphone,Wi-Fi,Rural
-3886534175399781599,PC,4G,Suburban
6742455046652693557,Smartphone,4G,Rural
-5689145845703813014,Tablet,Wi-Fi,Rural
-2879023986173383338,Smartphone,Wi-Fi,Urban
-1410443295167251309,Tablet,5G,Rural
-3772784148641939079,Jeux,Wi-Fi,Rural
1801031041586847682,PC,5G,Rural
1347370935475973788,PC,Wi-Fi,Suburban
-125710072003203043,device-123,This is free text for Network_Type,Suburban
9145955997891848888,Tablet,5G,Rural
-6429615999037425300,PC,Wi-Fi,Urban
-6325107330286622222,Smartphone,5G,Suburban
2775893375698592793,PC,5G,Rural
7136300821705560028,Smartphone,4G,Rural
-4389464255418576093,PC,This is free text for Network_Type,Rural
-3778989232328913245,Tablet,5G,Streaming
5971706220949555799,PC,5G,Rural
1665594934482593522,Smartphone,Wi-Fi,Urban
120210009482416026,Tablet,5G,Rural
-2673544825237746888,Smartphone,4G,Rural
5165663313744752917,PC,Wi-Fi,Rural
5096590769252157884,Tablet,5G,Rural
9140111238064927541,Tablet,Wi-Fi,Urban
-2804973532705493224,PC,4G,Suburban
-7529238480122149428,PC,4G,Rural
-7136947754397933806,Tablet,4G,Rural
3788477972301496718,PC,Wi-Fi,Rural
4263957157389982299,Tablet,5G,Suburban
-1665451227897814857,,4G,
3260457377002324871,Tablet,5G,Suburban
-9172050068495889198,Tablet,5G,Rural
3352754670142232572,Tablet,4G,Urban
-6088553901328638976,Tablet,4G,Urban
-7830625534200580595,Tablet,5G,Urban
-1639791819676637491,Tablet,4G,Suburban
5562858097274115542,PC,5G,Suburban
4594829275810208862,Smartphone,4G,Urban
2355225720702750957,Smartphone,Wi-Fi,Suburban
2513866134548502946,Tablet,4G,Rural
6049541190695127230,Smartphone,4G,Medios sociales
-7185257682306916596,Tablet,Wi-Fi,Rural
8534069440816631892,device-123,This is free text for Network_Type,Urban
-972757167845462397,Tablet,4G,Suburban
6231500570209156459,Smartphone,Wi-Fi,Urban
-2098917074206366810,Smartphone,Wi-Fi,Urban
507936967856011448,Tablet,Wi-Fi,Rural
-853677006517955841,device-123,5G,Urban
3895615898238182306,PC,Wi-Fi,Urban
-389200190816575140,Smartphone,5G,Urban
-5039326368749575492,Tablet,4G,Rural
-5104259396676558601,Smartphone,4G,Suburban
-3669013688502157437,Smartphone,Wi-Fi,Urban
8151277267055360432,Tablet,Wi-Fi,Urban
7518554595377993916,PC,5G,Urban
-1118228571790937817,This is free text for Device_Type,Wi-Fi,Suburban
-6883401069399717614,PC,Wi-Fi,Urban
-7368763057010865663,Tablet,4G,Urban
-4847763350860759558,PC,Wi-Fi,Rural
7453300827479465338,Tablet,Wi-Fi,Rural
-8867970677016269110,PC,5G,Rural
-8136553017663597200,Tablet,Wi-Fi,Suburban
305415570153331819,Tablet,5G,Urban
522544758162833360,PC,5G,Rural
-1232221345260034659,Tablet,Wi-Fi,Suburban
58018477486871504,Smartphone,Wi-Fi,Suburban
1329560956640000672,Smartphone,Wi-Fi,Rural
-998723106086388493,Smartphone,4G,Suburban
-5325055083551512821,Smartphone,Wi-Fi,Suburban
-2765150684875951379,Tablet,4G,Rural
6917269260202896409,Tablet,5G,Urban
-1949173778230647286,Smartphone,4G,Urban
-5597191561890231578,device-123,5G,Urban
5449947233917739133,Tablet,5G,Urban
5153922506805639582,Tablet,5G,Rural
-2814610519521687375,Tablet,This is free text for Network_Type,Suburban
-8493725827089700659,device-123,4G,Suburban
-42726673389236191,Tablet,5G,Suburban
3795955243437295766,Smartphone,5G,Suburban
-1818048512213971283,Tablet,Wi-Fi,Rural
-3213944992107653846,device-123,Wi-Fi,Urban
-5280954028955418441,PC,Wi-Fi,Suburban
2635441332348489166,PC,Wi-Fi,Suburban
-275593008722555320,Smartphone,Wi-Fi,Suburban
-7065575982977062287,Smartphone,5G,Rural
8827837225200852585,PC,4G,Rural
-7036860216095069832,Tablet,5G,Suburban
7375999824821659719,Smartphone,4G,Urban
1291418200490048716,Smartphone,5G,Medios sociales
8776604947534432702,Tablet,Wi-Fi,Urban
2937589276374086617,PC,Wi-Fi,Rural
7573062770948416917,PC,Wi-Fi,Suburban
2752693923986705669,Tablet,4G,Rural
7511443686448201625,PC,This is free text for Network_Type,Rural
8262852454319745155,PC,5G,Suburban
3152426180780773230,Smartphone,4G,Rural
-1027034206114050606,PC,5G,Urban
-8659133900032945988,PC,4G,Suburban
-6895957332609656745,Tablet,5G,Urban
-6396217466313544200,Smartphone,Wi-Fi,Urban
-6687708977674533966,Tablet,4G,Rural
-7815426267311620445,Smartphone,4G,Suburban
-414219895807846924,PC,4G,Urban
4293836550847869611,Tablet,4G,Rural
-1128479800090961885,Tablet,5G,Rural
7932674767615605330,Tablet,4G,Suburban
6798824714655781239,Tablet,5G,Urban
291377836315219763,Tablet,Wi-Fi,Urban
6016332200547137873,Tablet,5G,Rural
-3760690769846896402,Smartphone,5G,Urban
8786761438279578612,Smartphone,Streaming,This is free text for Region
9166749904529862362,Tablet,4G,Suburban
-2577907855203359637,Tablet,5G,Urban
291377836315219763,Achats,5G,Rural
291377836315219763,Tablet,5G,Suburban
-3200345525872321485,Smartphone,4G,Suburban
-9020816761250773875,PC,Wi-Fi,Rural
-708948087420378348,Tablet,Wi-Fi,Urban
1357368742055796901,Tablet,Wi-Fi,Urban
-8122142658885588686,Tablet,Wi-Fi,Suburban
-6964026090147154789,PC,5G,Urban
-5274971490259392650,Tablet,Streaming,This is free text for Region
-81797181811361368,Tablet,4G,Urban
-7546053423224845971,PC,Wi-Fi,Rural
-127688121597656725,Smartphone,5G,Suburban
-1334680765669899799,device-123,5G,Urban
-2869395236310696776,PC,Wi-Fi,Suburban
9008127320768188756,Smartphone,4G,Rural
291377836315219763,PC,4G,Rural
4597213559152080997,PC,Wi-Fi,Urban
3507508794315036078,Smartphone,Wi-Fi,Rural
291377836315219763,Smartphone,Wi-Fi,Suburban
4263791036910252290,Tablet,Wi-Fi,Suburban
5107189189445790666,Tablet,4G,Suburban
3031817761858293495,Smartphone,4G,Suburban
-6919577218342425375,Smartphone,4G,Urban
-7596747629438612495,Smartphone,Wi-Fi,Urban
425164101482730758,PC,Wi-Fi,Urban
3619537339087525267,Smartphone,Wi-Fi,Urban
-3623077598371187577,Tablet,5G,Rural
562963757014585603,Smartphone,4G,Urban
1878800955098445710,Tablet,4G,Rural
8231567239755836314,Tablet,Wi-Fi,Rural
-8404051898863151703,PC,Wi-Fi,Suburban
-1015872726337079750,Smartphone,5G,Rural
4897441792485801718,PC,4G,Rural
-8272795233908582781,,5G,
-8547607876396090315,PC,4G,Suburban
-4777036337760930034,Smartphone,4G,Rural
4874866087544022143,Tablet,5G,Rural
-4385387595115759898,PC,4G,Urban
-3959741641265086510,Smartphone,Wi-Fi,Suburban
8660028581653521114,PC,5G,Rural
-7019950778563279232,device-123,Wi-Fi,Urban
-6335404440927777113,Tablet,4G,Urban
4463528511959273862,PC,Wi-Fi,Rural
-9007366945798260291,Tablet,5G,Rural
1161047831068459079,PC,4G,Rural
-9004438466565190042,Tablet,4G,Rural
-671271553297340544,Tablet,Wi-Fi,Rural
-3385270605592860609,PC,5G,Urban
-2868662286301138832,Tablet,Wi-Fi,Suburban
8808492099968033800,Smartphone,5G,Rural
-834803448952975793,Tablet,Wi-Fi,Urban
-7644216917569839928,PC,Wi-Fi,Suburban
-6115598438122787457,PC,Wi-Fi,Urban
-6550081175479567745,Smartphone,4G,Rural
470882200877174210,PC,4G,Suburban
-6153100754671643401,device-123,5G,Suburban
-2277261699590297856,Smartphone,4G,Urban
-4871421593937154618,Tablet,4G,Achats
-6681820026242100351,PC,5G,Urban
-2491000064117829951,Smartphone,5G,Suburban
-167309711324147816,Tablet,5G,Suburban
-7495483281323368670,Tablet,4G,Rural
-9093233252257338734,PC,5G,Urban
-7779946241293513740,PC,4G,Urban
8346285864503524796,Tablet,Wi-Fi,Urban
291377836315219763,Tablet,Wi-Fi,Rural
4146287469947479187,,5G,
5636828295751260158,device-123,5G,Suburban
-6004402807091091214,Jeux,Wi-Fi,Suburban
-2155462113765381074,Smartphone,4G,Urban
476274345186421601,Tablet,Wi-Fi,Rural
-4700200782157715925,Tablet,4G,Rural
-8811557780726405672,PC,5G,Rural
-4695538105964250394,Tablet,Wi-Fi,Suburban
8835190307345197263,Tablet,4G,Rural
-3694962423881285432,Tablet,4G,Rural
-8056359449317768422,Smartphone,4G,Urban
7595724185316022714,PC,Wi-Fi,Rural
-5974087164287064807,Smartphone,4G,Urban
136152728839175750,Tablet,Wi-Fi,Suburban
1013834854398762477,PC,5G,Urban
2179317346776596436,Streaming,Wi-Fi,Rural
-1213140884237966725,PC,Wi-Fi,Suburban
6826512603002783297,PC,5G,Urban
-278087967621041153,Smartphone,Wi-Fi,Urban
1020120041444011844,Tablet,This is free text for Network_Type,Suburban
3676933087600182577,PC,Wi-Fi,Urban
210530106729486847,Smartphone,Wi-Fi,Rural
6967480061486592740,Smartphone,4G,Suburban
-1050976882225627203,Tablet,4G,Suburban
1585309070625508908,Smartphone,5G,Suburban
-7952838925150035131,Smartphone,5G,Suburban
-8148127999863763674,PC,4G,Suburban
6155186764421754383,device-123,5G,Suburban
5767071870765124751,Tablet,Medios sociales,Suburban
6109052897395230868,Tablet,Wi-Fi,Suburban
-6026942035722232188,Tablet,5G,Suburban
-8736015944913711620,PC,5G,Suburban
4340149003914827348,device-123,4G,Suburban
6900682765045840557,Tablet,5G,Rural
-2581454039127446444,Smartphone,Wi-Fi,Rural
1819531939701788075,Smartphone,Wi-Fi,Rural
-7765648816345126757,PC,Wi-Fi,Suburban
-5084560055733676779,PC,4G,Urban
-3057896799792660496,Tablet,Wi-Fi,Rural
-765826825441551629,PC,4G,Rural
974079286698240020,PC,Wi-Fi,Rural
291377836315219763,Smartphone,4G,Suburban
-186270103212931199,Tablet,4G,Suburban
-7430927751956442813,Tablet,4G,Suburban
8016263200279326640,PC,5G,Suburban
-2077777616379449997,Smartphone,4G,Rural
-9157202591533655203,Smartphone,5G,Urban
192652333437725130,Tablet,5G,Suburban
1577728945771225421,PC,4G,Urban
2236591494552070164,Smartphone,5G,Suburban
-1431502761534058744,Tablet,Wi-Fi,Urban
-8617398314591743124,,4G,
2513866134548502946,PC,Wi-Fi,Rural
-510539608157074644,Tablet,4G,Rural
-1276213101277828699,Tablet,Wi-Fi,Urban
3657124709914848933,Tablet,5G,This is free text for Region
-4042860664897907825,PC,Wi-Fi,Suburban
3435662707674686067,Smartphone,4G,Rural
3907003226435096451,PC,5G,Suburban
1040687726037928707,Tablet,5G,Suburban
1785927761981121273,Smartphone,Wi-Fi,Suburban
-2663847211480322948,PC,5G,Urban
-5104459708614925680,PC,4G,Urban
-627616492357445419,Tablet,4G,Urban
1587162604528581618,PC,4G,Urban
-8915245456754317360,Tablet,Wi-Fi,Rural
-530207633204798697,Smartphone,Wi-Fi,Suburban
1329335612641285358,Smartphone,5G,Rural
-1996336983385833927,PC,5G,Rural
7915144231740152269,PC,5G,Rural
3822844048503259036,Smartphone,Wi-Fi,Urban
3051260007081962605,Smartphone,4G,Rural
8664343199147952459,Tablet,Wi-Fi,Suburban
7743616886085019716,Tablet,4G,Urban
3390420539903123512,Medios sociales,Jeux,Suburban
1136164510204355105,,4G,
-4799109145619040390,PC,This is free text for Network_Type,Urban
-2971127712920341454,Smartphone,4G,Rural
5160174831878635802,Smartphone,4G,Rural
-4025829968930151925,PC,4G,Rural
9150406295093929209,PC,4G,Urban
1776185522086500049,Smartphone,Wi-Fi,Suburban
-659747274229153816,Smartphone,Wi-Fi,Urban
2961622135035560308,Smartphone,5G,Suburban
-5471608892611133699,device-123,4G,Rural
4040860228772292837,Tablet,Wi-Fi,Rural
1902527944949278112,Tablet,4G,Rural
1089829617244912399,PC,5G,Suburban
-1948266623475404333,PC,Wi-Fi,Urban
2861901720710035440,Smartphone,This is free text for Network_Type,Rural
1533150939285626077,Tablet,5G,Rural
6590262787936133925,Tablet,4G,Rural
1160514608393193330,Tablet,Wi-Fi,Urban
8040448961001978723,Tablet,4G,Urban
8520522837810354657,PC,4G,Urban
5061740107827565881,PC,Wi-Fi,Rural
6700386593381448849,Smartphone,Wi-Fi,Rural
-5220217281486938423,PC,4G,Rural
-174064264643210445,PC,5G,Urban
4762532167886316272,Tablet,Wi-Fi,Urban
8674937569494253287,Tablet,5G,Rural
-3501724231541256037,PC,Wi-Fi,Urban
2268564090933199323,PC,Wi-Fi,Suburban
-5754805295857705999,PC,5G,Urban
-7485834996576692535,Tablet,4G,Rural
4613243459650978044,PC,4G,Rural
-1316622582588643179,Tablet,4G,Suburban
291377836315219763,PC,5G,Streaming
2626279933531193493,Smartphone,5G,Urban
7310895733598113002,PC,4G,Urban
-88943815871139383,PC,Wi-Fi,Suburban
7819937365931097477,Smartphone,4G,Urban
-935632229879030822,PC,4G,Suburban
985665632969255532,PC,5G,Suburban
8409347431159079762,PC,4G,Rural
-5900349494099964486,PC,Wi-Fi,Urban
-1442605795192936494,Achats,4G,Rural
-4321751034717587660,PC,4G,Urban
-5882176918313746161,PC,4G,Urban
-6674511697611762081,Tablet,Wi-Fi,Rural
-1139077529698796660,PC,4G,Urban
7759642485989684986,,4G,
8818297314977143479,Smartphone,Wi-Fi,Suburban
269592839083021655,PC,4G,Urban
3487572871033666590,PC,4G,Suburban
6289391512769433715,Smartphone,Wi-Fi,Urban
-3555742761708080873,PC,4G,Urban
5189279132712172874,Tablet,4G,Suburban
561600690049176704,,5G,
2217872353029626668,PC,Wi-Fi,Suburban
-7782774275445176641,Smartphone,5G,Suburban
8317789674433367753,Smartphone,This is free text for Network_Type,Suburban
1254069805379769195,This is free text for Device_Type,Wi-Fi,Rural
5584431577847889134,PC,Wi-Fi,Rural
1178546470109603692,Smartphone,This is free text for Network_Type,Urban
-6863810439159161944,Tablet,Wi-Fi,Rural
4870098571576056643,Tablet,4G,Rural
-8864294647996584235,Tablet,5G,Rural
658989655355629648,PC,5G,Urban
-513219033181149938,Streaming,Wi-Fi,Suburban
-7864515230108695651,Smartphone,Wi-Fi,Rural
8711476336050326332,Smartphone,5G,Urban
-449666356602901262,PC,5G,Rural
3283922220426577381,Smartphone,4G,Rural
-1784720947892281645,This is free text for Device_Type,Wi-Fi,Suburban
-4347227312803500861,device-123,4G,Suburban
-1274548024640681753,PC,5G,This is free text for Region
9185025122557889347,PC,Wi-Fi,Suburban
-7206068682388450103,device-123,5G,Rural
-6207775032947055770,PC,5G,Rural
4826073829531972152,PC,4G,Suburban
1160514608393193330,PC,4G,Urban
-458757745512642234,PC,4G,Rural
7541773972900135037,Smartphone,4G,Rural
5246874760043634965,PC,This is free text for Network_Type,Suburban
5817093081119227078,Smartphone,5G,Suburban
-1285646264384326961,Tablet,Wi-Fi,Rural
-455123330418806653,Smartphone,Wi-Fi,Rural
-4316018788236530912,PC,4G,This is free text for Region
284954991020455758,Tablet,Wi-Fi,Urban
8004372268417767502,Tablet,5G,Rural
3372876018844085743,PC,Wi-Fi,Suburban
1172917077838005583,PC,5G,Rural
-836282769353991943,Tablet,4G,Suburban
-3685949428321955103,Smartphone,Wi-Fi,Rural
5885225133965259342,Smartphone,4G,Urban
-5945436872779474790,Smartphone,4G,Suburban
-3084223640486198598,PC,5G,Urban
-7514408264772891873,Tablet,5G,Urban
-4628992721072654284,Tablet,Wi-Fi,Suburban
1726949955999876486,Smartphone,5G,Urban
2513866134548502946,PC,5G,Urban
-1976960474565648179,Smartphone,Wi-Fi,Suburban
-2357775993985140207,PC,5G,Suburban
-4278108153326949895,device-123,Wi-Fi,Urban
-1568787559146586604,Smartphone,5G,Rural
5138506782032382669,Smartphone,4G,Suburban
4045842575751470668,Smartphone,4G,Urban
5401160672906053672,Tablet,4G,Suburban
253553070041081321,PC,Wi-Fi,Rural
155124956629312355,PC,5G,Rural
5462978075357679044,Smartphone,4G,Urban
1466202278286933655,Smartphone,5G,Suburban
-8122837441477328145,Smartphone,4G,Urban
-6578200531560695262,PC,4G,Urban
-6403968619481946420,Tablet,Wi-Fi,Suburban
4821138437644896696,Smartphone,5G,Suburban
3140697356407599468,Tablet,Wi-Fi,Urban
-6171490251420003575,,5G,
-3996193165554697634,Tablet,5G,Rural
-3497471002561685147,PC,Wi-Fi,Rural
5661556098388404564,PC,5G,Rural
766090259524775578,Smartphone,Wi-Fi,Suburban
7517230387134780177,PC,5G,Suburban
-4265773765304857361,Tablet,Wi-Fi,Urban
2280674588763722778,Smartphone,Wi-Fi,Suburban
-7528228477859289861,Smartphone,Wi-Fi,Suburban
4225517392313320037,Tablet,4G,Urban
3307915472722378272,PC,Wi-Fi,Rural
7445863316373319780,Tablet,Wi-Fi,Suburban
7337875451396906081,Smartphone,5G,Suburban
-2285158426514789173,Smartphone,4G,Urban
8922846175903914718,device-123,5G,Suburban
-7603860930666553438,Tablet,Wi-Fi,Urban
2596734490661165794,Smartphone,4G,Rural
7637505793858608993,PC,5G,Urban
291377836315219763,Smartphone,4G,Urban
774196821784130076,PC,4G,Urban
8106604717152971329,Smartphone,4G,Rural
7300463846929382941,PC,Wi-Fi,Suburban
5274645234742904548,Tablet,Wi-Fi,Urban
-8789828000251547102,Smartphone,5G,Suburban
529202809237102631,Tablet,4G,Rural
-452389962326727165,Tablet,Wi-Fi,Rural
-3452846285486928823,Tablet,Wi-Fi,Rural
7606590919455066913,PC,Wi-Fi,Urban
8366810788006387272,Smartphone,5G,Achats
7437627665487063144,Tablet,Wi-Fi,Urban
6643440602539513297,,Wi-Fi,
-3029033894649716977,PC,4G,Urban
2097955308041378472,Smartphone,5G,Rural
-4544050987583386989,Tablet,5G,Rural
-6995478135798901601,PC,5G,Urban
-2081257218339880480,Tablet,5G,Rural
-3888599263037586934,,Wi-Fi,
-81735401327530975,Smartphone,Wi-Fi,Suburban
2275185619956091100,PC,5G,Urban
766326973444093445,Smartphone,4G,Achats
-3864344129131279344,PC,5G,Urban
6711198103095202704,PC,4G,Urban
-2270929788519014126,Smartphone,4G,Urban
4368655489625921028,Tablet,4G,Urban
-2389898633538672985,PC,4G,Urban
-2616142321856372564,Smartphone,Wi-Fi,Rural
7357013961434823309,PC,5G,Suburban
4180833687842090841,Smartphone,4G,Suburban
440964501813875853,Tablet,Streaming,Suburban
-5783478383138208629,Tablet,5G,Rural
-3302044500902959629,Tablet,Wi-Fi,Rural
-1018270410242595829,PC,4G,Suburban
-714636678153024991,Tablet,4G,Rural
8139265745454540844,Tablet,5G,Urban
6888060726090689084,Tablet,4G,Rural
2722641496545981203,PC,5G,Rural
2444039326743278029,PC,5G,Rural
8668226510089460296,Tablet,Wi-Fi,Suburban
-6637684552604757859,Smartphone,5G,Suburban
7707964320487339125,PC,Wi-Fi,Suburban
-1958490058596906801,Smartphone,Wi-Fi,Urban
4638604439983812004,Smartphone,5G,Urban
1451170410683535347,Smartphone,5G,Rural
-6751203629552504922,Tablet,4G,Urban
-9082344498825231260,Smartphone,Wi-Fi,Suburban
4654885833387317926,Smartphone,4G,Rural
-3874265447621168719,Tablet,4G,Rural
260580060973554914,PC,Wi-Fi,Suburban
3544885960385281317,Smartphone,4G,Suburban
-5863151667513646212,PC,4G,Rural
4899266064969597370,Tablet,Wi-Fi,Urban
-6330824551273225836,Tablet,Wi-Fi,Suburban
-5868526664590630235,Smartphone,4G,Rural
-3555988726129440160,,Wi-Fi,
-3526000558669643238,PC,4G,Rural
-6349667453294569501,Smartphone,5G,Achats
4896299905071162623,Smartphone,4G,Rural
8874480968459919238,PC,Wi-Fi,Suburban
-7259800997772615374,Tablet,4G,Rural
5161558207583869436,Smartphone,Wi-Fi,Urban
2019056569445876222,Tablet,5G,Rural
8892078359119839534,Smartphone,This is free text for Network_Type,Suburban
2513866134548502946,Smartphone,5G,Suburban
-8305060825469791548,PC,5G,Rural
-7352864277640950515,Smartphone,4G,Urban
8268609378305807148,PC,Wi-Fi,Suburban
6924449954446465800,PC,Streaming,Suburban
5105469986387140746,This is free text for Device_Type,5G,Urban
5382010403084891309,PC,4G,Suburban
2642459703529587478,Smartphone,Wi-Fi,Rural
4611242298979023053,Tablet,4G,Urban
-5792188917818612098,PC,5G,Urban
-2500204154950158628,Smartphone,Wi-Fi,Rural
3324522831243843228,device-123,4G,Urban
-6244631276948187676,Tablet,4G,Urban
1811207851273841471,Tablet,5G,Suburban
-891460141169949440,Smartphone,4G,Urban
-16766803259057231,Smartphone,Wi-Fi,Rural
-7723002762795887852,device-123,4G,Urban
8702701468173077775,Tablet,Wi-Fi,Rural
-1963348431542892279,Tablet,4G,Urban
-2299891005545156459,Tablet,5G,Urban
195947228512058546,Tablet,5G,Rural
3202568260038392101,Streaming,Wi-Fi,Suburban
4449412165814964545,Smartphone,4G,Rural
-533802942688502203,Smartphone,Wi-Fi,Suburban
-7819054246276322106,Smartphone,5G,Jeux
291377836315219763,Smartphone,Wi-Fi,Rural
-763490958674864143,Tablet,4G,Urban
-4499618934047712832,Tablet,Streaming,Rural
-5985877215131393924,PC,Wi-Fi,Suburban
3058409581432437177,Tablet,4G,Urban
2565686070510440764,Smartphone,Wi-Fi,Rural
4588059657573479216,PC,4G,Urban
-4724186813231408034,PC,Wi-Fi,Urban
-891814626573332587,PC,5G,Suburban
-1070468828271160527,PC,4G,Rural
2360129691586490271,,5G,
9198348254555373654,Smartphone,4G,Rural
-1677971431251842872,Tablet,5G,Urban
5121861953551417553,Tablet,4G,Rural
4524667313102827073,Smartphone,Wi-Fi,Rural
-1562866060032637420,Smartphone,5G,Urban
6877189726458447009,PC,5G,Urban
-350070651753317365,Smartphone,Wi-Fi,Suburban
3205273761061980019,Smartphone,5G,Urban
9112343831672001282,Tablet,4G,Suburban
1046600602982685139,Tablet,5G,Rural
9152894759249487009,Tablet,4G,Rural
-2350278166289869547,Tablet,5G,Suburban
168807701386498994,This is free text for Device_Type,5G,Suburban
782436869596585173,,4G,
-6411527052772880735,Tablet,4G,Suburban
445425948294219782,PC,4G,Rural
-7876877703002130159,Tablet,5G,Urban
-8906735589015774546,Jeux,Wi-Fi,Urban
173825159667348794,,Wi-Fi,
-6680642209510432364,Tablet,Wi-Fi,Urban
-7584333941905638030,device-123,Wi-Fi,Rural
-7526235761065440618,Tablet,5G,Rural
-552804629134637392,Tablet,Wi-Fi,Urban
4542708101115257728,Tablet,4G,Rural
-5885043617691777471,PC,Wi-Fi,Rural
-8195089875521881130,Smartphone,Wi-Fi,Urban
8847594274453679296,Smartphone,5G,Urban
-3596419539509103058,Tablet,5G,Rural
2125122221093168703,,Medios sociales,
384386674293935079,Smartphone,Wi-Fi,Urban
627086900612042223,PC,5G,Urban
8857661669914077039,Achats,5G,Suburban
5467360324869178365,Achats,Streaming,Urban
3734729019989902400,PC,Wi-Fi,Rural
-2010807898349214659,PC,5G,Suburban
-3998477171390915557,Tablet,5G,Urban
-293629557168339995,Tablet,4G,Rural
8044810430667059261,PC,4G,Urban
-4101073591319843055,PC,5G,Suburban
3521343658901060102,Smartphone,Wi-Fi,Suburban
8822666438025574264,PC,5G,Suburban
1883125540619175480,Smartphone,5G,Rural
2452748118214996617,Tablet,5G,Rural
569373873456982241,Smartphone,5G,Suburban
5005944566122038737,Smartphone,Wi-Fi,Urban
1672210825894405178,PC,4G,Rural
8411687612798967731,device-123,4G,Suburban
1953665265548999407,Smartphone,4G,Urban
7382451401137705765,Smartphone,Wi-Fi,Suburban
-2868810743410183324,PC,Wi-Fi,Urban
5360398305919365797,Smartphone,Wi-Fi,Suburban
291377836315219763,PC,4G,Suburban
-3898965306351982528,Smartphone,5G,Suburban
3794084868691750015,Smartphone,5G,Urban
6842107036750201705,Tablet,Wi-Fi,Rural
-1780990432708012591,Smartphone,4G,Suburban
-3783089349258582076,Smartphone,5G,Suburban
6731319849612583591,Smartphone,Wi-Fi,Suburban
-8375097948927372459,Smartphone,4G,Urban
4216743165171954077,Tablet,4G,Urban
8487663441591566673,PC,Wi-Fi,Suburban
2906555109288709202,Smartphone,5G,Suburban
-8121658883263628316,Smartphone,5G,Rural
-1490969007803541554,PC,5G,Suburban
-8005237733624038161,Smartphone,4G,Rural
-2743043096479848794,Tablet,4G,Suburban
7478028891308529199,PC,Wi-Fi,Rural
-5811894627354093338,Smartphone,Wi-Fi,Rural
-1272695927802499967,PC,4G,Urban
3800688962243140763,Tablet,5G,Rural
-533183949472082101,Smartphone,5G,Rural
8014094804584278373,Smartphone,5G,Urban
8937285129973263529,device-123,4G,Rural
-4662172659904007304,Tablet,5G,Suburban
-7282913049961308393,Tablet,5G,Rural
3902980162364883994,Tablet,Wi-Fi,Suburban
-2810036518568461131,Smartphone,5G,Urban
4856444864873559848,Tablet,Wi-Fi,Rural
4012524540771245175,PC,4G,Suburban
-1807761747014079662,Smartphone,5G,Suburban
1596534482270052402,Tablet,5G,Rural
-282313759230518211,PC,Wi-Fi,Rural
8119790158871678012,PC,5G,Rural
4596635969553479063,Smartphone,5G,Suburban
-2448019014469761939,Tablet,4G,Urban
-5461957656382739748,Smartphone,5G,Suburban
2082241060010405866,,5G,
-1555673400770583279,Tablet,Wi-Fi,Suburban
950683484474855189,Smartphone,4G,Rural
-3684834711201852069,device-123,5G,Urban
160536642466588049,Tablet,5G,Rural
1621901838648852460,Smartphone,Wi-Fi,Urban
7754881574665817024,Smartphone,4G,Suburban
-2412168014807478851,PC,Wi-Fi,Rural
8555299566219263827,Tablet,Wi-Fi,Urban
-7912255824379752991,Tablet,5G,Suburban
-7744208839448166301,device-123,Wi-Fi,Urban
-838847709230935961,Tablet,Wi-Fi,Suburban
-7645672149555485775,PC,4G,Urban
-1671056445540539925,PC,Wi-Fi,Rural
